"sample.clean","tree.id","sample","species","ref.chron","dated","truncated","nrings","completed.by","completed.date","previous crossdating results","Alignment good through","previous crossdating notes","previous crossdating notes2"
"2059","2059","2059",NA,TRUE,TRUE,"no",67,"Sky","4/1/2015 16:38:47","Good alignment through year X",1946,"",""
"2088","2088","2088",NA,TRUE,TRUE,"no",67,"Sky","5/7/2015 10:41:58","Good alignment throughout",NA,"",""
"2156","2156","2156",NA,TRUE,TRUE,"no",67,"Sky","5/7/2015 10:43:10","Good alignment throughout",NA,"",""
"2544","2544","2544",NA,TRUE,TRUE,"no",67,"Alec","4/30/2015 17:00:17","Good alignment throughout",NA,"",""
"4046","4046","4046",NA,TRUE,TRUE,"no",67,"Sky","5/13/2015 17:51:34","Good alignment throughout",NA,"",""
"PM214","PM214","PM214",NA,TRUE,TRUE,"no",67,"Sky","5/27/2015 18:32:09","Good alignment throughout",NA,"",""
"PM279","PM279","PM279",NA,TRUE,TRUE,"no",67,"Morgan","6/25/2015 13:27:29","Good alignment throughout",NA,"",""
"PM63B","PM63","PM63B",NA,TRUE,TRUE,"no",67,"Joshua","7/9/2015 12:36:37","Good alignment throughout",NA,"R script didn't work. Used ref chron all",""
"PM80B","PM80","PM80B",NA,TRUE,TRUE,"no",67,"Joshua","7/14/2015 13:34:30","Good alignment throughout",NA,"ref chron all used",""
"PM82A","PM82","PM82A",NA,TRUE,TRUE,"no",67,"Joshua","7/22/2015 11:06:09","Good alignment throughout",NA,"ref chron all used",""
"PM98","PM98","PM98",NA,TRUE,TRUE,"no",67,"Morgan","6/25/2015 13:29:43","Good alignment throughout",NA,"",""
"1004","1004","1004",NA,TRUE,TRUE,"no",66,"Alec","5/14/2015 16:05:14","Good alignment throughout",NA,"",""
"1132","1132","1132",NA,TRUE,TRUE,"no",66,"Cameron","6/25/2015 12:07:31","Good alignment throughout",NA,"perfect-had to do nothing",""
"1336","1336","1336",NA,TRUE,TRUE,"no",66,"Alec","5/14/2015 16:02:32","Good alignment throughout",NA,"",""
"2086Z","2086","2086Z",NA,TRUE,TRUE,"no",66,"Sky","5/7/2015 10:45:16","Good alignment throughout",NA,"",""
"2515","2515","2515",NA,TRUE,TRUE,"no",66,"Sky","5/4/2015 14:57:49","Good alignment throughout",NA,"",""
"4019","4019","4019",NA,TRUE,TRUE,"no",66,"Derek","8/27/2015 13:30:55","Good alignment throughout",NA,"",""
"4043","4043","4043",NA,TRUE,TRUE,"no",66,"Sky","5/13/2015 17:52:10","Good alignment throughout",NA,"",""
"PM276","PM276","PM276",NA,TRUE,TRUE,"no",66,"Cameron","10/12/2015 14:37:43","Good alignment throughout",NA,"This was done by Cameron during task A.3",""
"PM58","PM58","PM58",NA,TRUE,TRUE,"no",66,"Cameron","10/7/2015 13:41:54","Good alignment throughout",NA,"",""
"PM58B","PM58","PM58B",NA,TRUE,TRUE,"no",66,"Joshua","7/14/2015 13:49:47","Good alignment throughout",NA,"ref chron all used",""
"PM62B","PM62","PM62B",NA,TRUE,TRUE,"no",66,"Joshua","7/14/2015 13:53:08","Good alignment throughout",NA,"ref chron all used",""
"PM70","PM70","PM70",NA,TRUE,TRUE,"no",66,"Joshua","7/14/2015 13:32:02","Good alignment throughout",NA,"ref chron all used",""
"PM78A","PM78","PM78A",NA,TRUE,TRUE,"no",66,"Joshua","7/11/2015 12:31:53","Good alignment throughout",NA,"ref chron all used",""
"PM86","PM86","PM86",NA,TRUE,TRUE,"no",66,"Morgan","6/19/2015 12:51:25","Good alignment throughout",NA,"",""
"1001","1001","1001",NA,TRUE,TRUE,"no",65,"Alec","5/14/2015 16:00:55","Good alignment throughout",NA,"",""
"1218","1218","1218",NA,TRUE,TRUE,"no",65,"Sky","5/18/2015 13:11:40","Good alignment throughout",NA,"",""
"1228","1228","1228",NA,TRUE,TRUE,"no",65,"Sky","4/1/2015 16:35:47","Good alignment through year X",1947,"",""
"1245","1245","1245",NA,TRUE,TRUE,"no",65,"Sky","5/7/2015 10:43:53","Good alignment throughout",NA,"",""
"1272","1272","1272",NA,TRUE,TRUE,"no",65,"Sky","5/12/2015 12:22:10","Good alignment throughout",NA,"",""
"1282","1282","1282",NA,TRUE,TRUE,"no",65,"Sky","5/18/2015 13:14:44","Good alignment throughout",NA,"",""
"1337","1337","1337",NA,TRUE,TRUE,"no",65,"Cameron","9/30/2015 13:20:32","Good alignment throughout",NA,"",""
"2160","2160","2160",NA,TRUE,TRUE,"no",65,"Sky","5/20/2015 16:43:02","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/14/15",""
"2167A","2167","2167A",NA,TRUE,TRUE,"no",65,"Sky","5/27/2015 18:49:28","Good alignment through year X",1958,"",""
"4040","4040","4040",NA,TRUE,TRUE,"no",65,"Sky","4/30/2015 12:13:00","Good alignment throughout",NA,"",""
"4042","4042","4042",NA,TRUE,TRUE,"no",65,"Sky","5/18/2015 13:10:16","Good alignment throughout",NA,"",""
"PM199","PM199","PM199",NA,TRUE,TRUE,"no",65,"Sky","5/27/2015 18:33:29","Good alignment throughout",NA,"",""
"PM69A","PM69","PM69A",NA,TRUE,TRUE,"no",65,"Joshua","7/14/2015 14:03:48","Good alignment throughout",NA,"ref chron all used",""
"PM76","PM76","PM76",NA,TRUE,TRUE,"no",65,"Joshua","7/14/2015 14:06:10","Good alignment throughout",NA,"ref chron all used",""
"2058","2058","2058",NA,TRUE,TRUE,"no",64,"Sky","5/13/2015 16:35:31","Good alignment throughout",NA,"",""
"2162","2162","2162",NA,TRUE,TRUE,"no",64,"Sky","5/13/2015 16:36:34","Good alignment throughout",NA,"",""
"8013","8013","8013",NA,TRUE,TRUE,"no",64,"Derek","8/27/2015 13:31:59","Good alignment throughout",NA,"",""
"PM185","PM185","PM185",NA,TRUE,TRUE,"no",64,"Sky","5/27/2015 18:34:26","Good alignment throughout",NA,"",""
"1144A","1144","1144A",NA,TRUE,TRUE,"no",63,"Cameron","6/25/2015 13:27:04","Good alignment through year X",1966,"",""
"1252","1252","1252",NA,TRUE,TRUE,"no",63,"Sky","5/7/2015 10:46:40","Good alignment throughout",NA,"",""
"2004","2004","2004",NA,TRUE,TRUE,"no",63,"Alec","5/4/2015 11:07:05","Good alignment throughout",NA,"",""
"2519","2519","2519",NA,TRUE,TRUE,"no",63,"Sky","5/7/2015 10:47:44","Good alignment throughout",NA,"",""
"8005","8005","8005",NA,TRUE,TRUE,"no",63,"Derek","8/27/2015 12:48:20","Good alignment throughout",NA,"",""
"PM298","PM298","PM298",NA,TRUE,TRUE,"no",63,"Joshua","7/14/2015 14:08:11","Good alignment throughout",NA,"ref chron all used",""
"1309","1309","1309",NA,TRUE,TRUE,"no",62,"Sky","4/28/2015 12:30:50","Good alignment throughout",NA,"",""
"1335","1335","1335",NA,TRUE,TRUE,"no",62,"Sky","4/23/2015 13:12:37","Good alignment throughout",NA,"",""
"2087","2087","2087",NA,TRUE,TRUE,"no",62,"Sky","5/13/2015 16:33:09","Good alignment throughout",NA,"",""
"2102","2102","2102",NA,TRUE,TRUE,"no",62,"Sky","4/1/2015 15:50:43","Good alignment through year X",1951,"",""
"4041","4041","4041",NA,TRUE,TRUE,"no",62,"Sky","5/13/2015 17:52:46","Good alignment throughout",NA,"",""
"PM63A","PM63","PM63A",NA,TRUE,TRUE,"no",62,"Joshua","7/14/2015 14:15:29","Good alignment throughout",NA,"ref chron all used",""
"PM70A","PM70","PM70A",NA,TRUE,TRUE,"no",62,"Joshua","7/14/2015 14:12:40","Good alignment throughout",NA,"ref chron all used",""
"1011","1011","1011",NA,TRUE,TRUE,"no",61,"Morgan","5/15/2015 12:55:04","Good alignment throughout",NA,"",""
"4004","4004","4004",NA,TRUE,TRUE,"no",61,"Sky","5/18/2015 13:16:02","Good alignment throughout",NA,"",""
"4008","4008","4008",NA,TRUE,TRUE,"no",61,"Sky","4/28/2015 12:03:59","Good alignment throughout",NA,"",""
"PM60A","PM60","PM60A",NA,TRUE,TRUE,"no",61,"Joshua","7/13/2015 12:39:29","Good alignment throughout",NA,"ref chron all used. Seems like rings were skipped but alignment",""
"PM77B","PM77","PM77B",NA,TRUE,TRUE,"no",61,"Derek","10/27/2015 12:02:31","Good alignment throughout",NA,"",""
"PMB4L","PM","PMB4L",NA,TRUE,TRUE,"no",61,"Cameron","10/7/2015 14:32:38","Good alignment throughout",NA,"",""
"1178D","1178D","1178D",NA,TRUE,TRUE,"no",60,"Derek","8/27/2015 12:18:32","Good alignment throughout",NA,"",""
"2086","2086","2086",NA,TRUE,TRUE,"no",60,"Sky","5/7/2015 10:48:52","Good alignment throughout",NA,"",""
"PM271","PM271","PM271",NA,TRUE,TRUE,"no",60,"Joshua","7/14/2015 14:24:26","Good alignment throughout",NA,"ref chron all used",""
"PM274","PM274","PM274",NA,TRUE,TRUE,"no",60,"Morgan","6/25/2015 13:37:04","Good alignment throughout",NA,"",""
"PM39","PM39","PM39",NA,TRUE,TRUE,"no",60,"Morgan","6/19/2015 11:20:54","Good alignment throughout",NA,"",""
"PM90","PM90","PM90",NA,TRUE,TRUE,"no",60,"Morgan","6/19/2015 12:47:09","Good alignment throughout",NA,"",""
"1116","1116","1116",NA,TRUE,TRUE,"no",59,"Joshua","6/25/2015 15:34:33","Good alignment throughout",NA,"",""
"1174","1174","1174",NA,TRUE,TRUE,"no",59,"Derek","8/27/2015 13:48:21","Good alignment throughout",NA,"",""
"1175","1175","1175",NA,TRUE,TRUE,"no",59,"Derek","8/27/2015 12:43:01","Good alignment throughout",NA,"",""
"1329Z","1329","1329Z",NA,TRUE,TRUE,"no",59,"Rosie","3/3/2015 13:16:36","Good alignment through year X",1949,"",""
"4036","4036","4036",NA,TRUE,TRUE,"no",59,"Sky","4/30/2015 11:30:40","Good alignment throughout",NA,"",""
"4221","4221","4221",NA,TRUE,TRUE,"no",59,"Sky","5/13/2015 17:53:24","Good alignment throughout",NA,"",""
"8012","8012","8012",NA,TRUE,TRUE,"no",59,"Derek","8/27/2015 13:00:50","Good alignment throughout",NA,"",""
"PM281","PM281","PM281",NA,TRUE,TRUE,"no",59,"Joshua","7/14/2015 14:39:01","Good alignment throughout",NA,"ref chron all used",""
"PM56","PM56","PM56",NA,TRUE,TRUE,"no",59,"Joshua","7/14/2015 14:41:40","Good alignment throughout",NA,"ref chron all used",""
"PM66A","PM66","PM66A",NA,TRUE,TRUE,"no",59,"Joshua","7/9/2015 12:37:07","Good alignment throughout",NA,"R script didn't work. Used ref chron all",""
"PM68B","PM68","PM68B",NA,TRUE,TRUE,"no",59,"Morgan","6/25/2015 12:15:55","Good alignment throughout",NA,"",""
"PM76A","PM76","PM76A",NA,TRUE,TRUE,"no",59,"Joshua","7/14/2015 14:45:31","Good alignment throughout",NA,"ref chron all used",""
"PM79A","PM79","PM79A",NA,TRUE,TRUE,"no",59,"Joshua","7/14/2015 14:26:46","Good alignment throughout",NA,"ref chron all used",""
"PM91","PM91","PM91",NA,TRUE,TRUE,"no",59,"Joshua","7/9/2015 15:09:28","Good alignment throughout",NA,"ref chron all used",""
"1126","1126","1126",NA,TRUE,TRUE,"no",58,"Cameron","6/25/2015 12:27:51","Good alignment throughout",NA,"",""
"1127","1127","1127",NA,TRUE,TRUE,"no",58,"Joshua","7/8/2015 20:33:23","Good alignment throughout",NA,"",""
"1424","1424","1424",NA,TRUE,TRUE,"no",58,"Alec","4/7/2015 18:49:47","Good alignment throughout",NA,"Ab didn't seem like real ab, just a couple weird looking rings. Added points for rings and alignment was really good.",""
"4044","4044","4044",NA,TRUE,TRUE,"no",58,"Sky","4/28/2015 12:05:16","Good alignment throughout",NA,"",""
"PM181","PM181","PM181",NA,TRUE,TRUE,"no",58,"Joshua","7/14/2015 14:30:38","Good alignment throughout",NA,"ref chron all used",""
"PM269","PM269","PM269",NA,TRUE,TRUE,"no",58,"Joshua","7/14/2015 14:35:24","Good alignment throughout",NA,"ref chron all used",""
"PM277","PM277","PM277",NA,TRUE,TRUE,"no",58,"Joshua","7/15/2015 12:41:54","Good alignment throughout",NA,"ref chron all used",""
"PM278","PM278","PM278",NA,TRUE,TRUE,"no",58,"Joshua","7/15/2015 12:43:51","Good alignment throughout",NA,"ref chron all used",""
"PM68A","PM68","PM68A",NA,TRUE,TRUE,"no",58,"Joshua","7/11/2015 12:29:34","Good alignment throughout",NA,"ref chron all used",""
"1179D","1179D","1179D",NA,TRUE,TRUE,"no",57,"Derek","8/27/2015 13:09:39","Good alignment throughout",NA,"",""
"1214","1214","1214",NA,TRUE,TRUE,"no",57,"Rosie","3/3/2015 13:24:13","Good alignment through year X",1958,"",""
"2081","2081","2081",NA,TRUE,TRUE,"no",57,"Sky","5/7/2015 12:37:28","Good alignment throughout",NA,"",""
"PM221B2","PM221","PM221B2",NA,TRUE,TRUE,"no",57,"Cameron","10/7/2015 14:03:51","Good alignment throughout",NA,"","Yes- is a cr that close to beginning a problem? I didn't add it, I just crossdated, just wanted to check about it"
"PM288","PM288","PM288",NA,TRUE,TRUE,"no",57,"Joshua","7/11/2015 12:19:00","Good alignment through year X",1966,"ref chron all used",""
"PM51","PM51","PM51",NA,TRUE,TRUE,"no",57,"Cameron","6/23/2015 14:30:17","Good alignment throughout",NA,"False bark was decided- must have been placed on accident",""
"1122","1122","1122",NA,TRUE,TRUE,"no",56,"Joshua","6/25/2015 14:15:47","Good alignment throughout",NA,"",""
"1137","1137","1137",NA,TRUE,TRUE,"no",56,"Cameron","9/30/2015 12:31:03","Good alignment throughout",NA,"",""
"1356","1356","1356",NA,TRUE,TRUE,"no",56,"Alec","5/5/2015 11:19:33","Good alignment throughout",NA,"",""
"2089","2089","2089",NA,TRUE,TRUE,"no",56,"Sky","3/11/2015 15:29:45","Good alignment through year X",1957,"",""
"4218","4218","4218",NA,TRUE,TRUE,"no",56,"Sky","5/18/2015 13:17:33","Good alignment throughout",NA,"",""
"8014","8014","8014",NA,TRUE,TRUE,"no",56,"Derek","8/27/2015 13:06:51","Good alignment throughout",NA,"",""
"PM268","PM268","PM268",NA,TRUE,TRUE,"no",56,"Morgan","6/25/2015 12:27:13","Good alignment throughout",NA,"",""
"PM64","PM64","PM64",NA,TRUE,TRUE,"no",56,"Joshua","7/15/2015 12:46:12","Good alignment throughout",NA,"ref chron all used",""
"1140B","1140","1140B",NA,TRUE,TRUE,"no",55,"Joshua","6/25/2015 15:47:32","Good alignment throughout",NA,"",""
"1152","1152","1152",NA,TRUE,TRUE,"no",55,"Joshua","6/25/2015 15:38:06","Good alignment throughout",NA,"",""
"1153","1153","1153",NA,TRUE,TRUE,"no",55,"Joshua","6/25/2015 14:20:26","Good alignment throughout",NA,"",""
"1156","1156","1156",NA,TRUE,TRUE,"no",55,"Cameron","6/25/2015 15:10:32","Good alignment throughout",NA,"",""
"1165","1165","1165",NA,TRUE,TRUE,"no",55,"Morgan","6/17/2015 13:19:39","Good alignment through year X",1968,"2001-2008 off by 1 year (no added rings because it didn't make sense)",""
"1172","1172","1172",NA,TRUE,TRUE,"no",55,"Derek","8/27/2015 13:41:04","Good alignment through year X",1968,"",""
"1329D","1329D","1329D",NA,TRUE,TRUE,"no",55,"Morgan","6/18/2015 12:34:48","Good alignment throughout",NA,"",""
"4222","4222","4222",NA,TRUE,TRUE,"no",55,"Joshua","5/15/2015 13:02:33","Good alignment throughout",NA,"",""
"PM177","PM177","PM177",NA,TRUE,TRUE,"no",55,"Joshua","7/15/2015 12:53:15","Good alignment throughout",NA,"ref chron all used",""
"PM220B","PM220","PM220B",NA,TRUE,TRUE,"no",55,"Sky","5/27/2015 17:20:49","Good alignment throughout",NA,"",""
"PM289","PM289","PM289",NA,TRUE,TRUE,"no",55,"Joshua","7/15/2015 12:49:07","Good alignment throughout",NA,"ref chron all used",""
"PM311","PM311","PM311",NA,TRUE,TRUE,"no",55,"Joshua","7/15/2015 12:51:45","Good alignment throughout",NA,"ref chron all used",""
"PM38","PM38","PM38",NA,TRUE,TRUE,"no",55,"Joshua","7/15/2015 12:55:06","Good alignment throughout",NA,"ref chron all used",""
"PM52","PM52","PM52",NA,TRUE,TRUE,"no",55,"Joshua","7/15/2015 12:56:18","Good alignment throughout",NA,"ref chron all used",""
"PM65B","PM65","PM65B",NA,TRUE,TRUE,"no",55,"Joshua","7/13/2015 12:42:14","Good alignment throughout",NA,"ref chron all used",""
"PM71A","PM71","PM71A",NA,TRUE,TRUE,"no",55,"Morgan","6/25/2015 12:35:16","Good alignment throughout",NA,"",""
"1032","1032","1032",NA,TRUE,TRUE,"no",54,"Alec","5/14/2015 16:00:04","Good alignment throughout",NA,"",""
"1328D","1328D","1328D",NA,TRUE,TRUE,"no",54,"Morgan","6/17/2015 12:22:58","Good alignment throughout",NA,"",""
"1335D","1335D","1335D",NA,TRUE,TRUE,"no",54,"Morgan","6/18/2015 12:59:49","Good alignment throughout",NA,"",""
"2017","2017","2017",NA,TRUE,TRUE,"no",54,"Alec","5/4/2015 11:08:39","Good alignment throughout",NA,"",""
"4002","4002","4002",NA,TRUE,TRUE,"no",54,"Sky","5/13/2015 17:54:02","Good alignment throughout",NA,"",""
"4011","4011","4011",NA,TRUE,TRUE,"no",54,"Sky","4/28/2015 12:34:49","Good alignment throughout",NA,"",""
"8007","8007","8007",NA,TRUE,TRUE,"no",54,"Derek","8/27/2015 13:42:09","Good alignment throughout",NA,"",""
"PM182","PM182","PM182",NA,TRUE,TRUE,"no",54,"Joshua","7/15/2015 13:01:44","Good alignment throughout",NA,"ref chron all used",""
"PM190","PM190","PM190",NA,TRUE,TRUE,"no",54,"Sky","5/27/2015 17:47:41","Good alignment through year X",1968,"",""
"PM273","PM273","PM273",NA,TRUE,TRUE,"no",54,"Joshua","7/22/2015 11:01:21","Good alignment throughout",NA,"ref chron all used",""
"PM57","PM57","PM57",NA,TRUE,TRUE,"no",54,"Joshua","6/23/2015 14:46:43","Good alignment throughout",NA,"",""
"PM61B","PM61","PM61B",NA,TRUE,TRUE,"no",54,"Joshua","7/15/2015 13:06:48","Good alignment throughout",NA,"ref chron all used",""
"PM64B","PM64","PM64B",NA,TRUE,TRUE,"no",54,"Joshua","7/15/2015 13:14:42","Good alignment throughout",NA,"ref chron all used. Disabled and added ring improved alignment A LOT",""
"1342B","1342","1342B",NA,TRUE,TRUE,"no",53,"Sky","4/27/2015 14:48:14","Good alignment throughout",NA,"",""
"PM66B","PM66","PM66B",NA,TRUE,TRUE,"no",53,"Joshua","7/15/2015 13:16:28","Good alignment throughout",NA,"ref chron all used",""
"PM71B","PM71","PM71B",NA,TRUE,TRUE,"no",53,"Joshua","7/15/2015 13:18:18","Good alignment throughout",NA,"ref chron all used",""
"1139","1139","1139",NA,TRUE,TRUE,"no",52,"Joshua","6/25/2015 15:00:17","Good alignment throughout",NA,"",""
"1355","1355","1355",NA,TRUE,TRUE,"no",52,"Alec","5/12/2015 13:14:07","Good alignment throughout",NA,"",""
"1485","1485","1485",NA,TRUE,TRUE,"no",51,"Alec","5/14/2015 15:58:59","Good alignment throughout",NA,"",""
"2551Z","2551","2551Z",NA,TRUE,TRUE,"no",51,"Alec","4/30/2015 17:10:46","Good alignment throughout",NA,"",""
"4037","4037","4037",NA,TRUE,TRUE,"no",51,"Sky","5/13/2015 17:56:04","Good alignment throughout",NA,"",""
"PM296","PM296","PM296",NA,TRUE,TRUE,"no",51,"Morgan","6/25/2015 12:37:16","Good alignment throughout",NA,"",""
"PM61A","PM61","PM61A",NA,TRUE,TRUE,"no",51,"Joshua","7/15/2015 13:21:38","Good alignment throughout",NA,"ref chron all used",""
"PM65A","PM65","PM65A",NA,TRUE,TRUE,"no",51,"Joshua","7/15/2015 13:20:04","Good alignment throughout",NA,"ref chron all used",""
"2548B","2548","2548B",NA,TRUE,TRUE,"no",50,"Alec","5/4/2015 11:51:32","Good alignment throughout",NA,"",""
"4005","4005","4005",NA,TRUE,TRUE,"no",50,"Cameron","10/7/2015 12:46:36","Good alignment throughout",NA,"Had to decide of one of two unclear rings labeled ""unc"" was a ring- definitely both were not- and when I disabled the less clear one, alignment became great.",""
"4210","4210","4210",NA,TRUE,TRUE,"no",50,"Sky","5/13/2015 17:56:37","Good alignment throughout",NA,"",""
"8009","8009","8009",NA,TRUE,TRUE,"no",50,"Derek","8/27/2015 13:44:18","Good alignment throughout",NA,"",""
"1125","1125","1125",NA,TRUE,TRUE,"no",49,"Joshua","6/25/2015 14:27:08","Good alignment throughout",NA,"",""
"1155","1155","1155",NA,TRUE,TRUE,"no",49,"Joshua","6/25/2015 14:29:10","Good alignment throughout",NA,"",""
"1173","1173","1173",NA,TRUE,TRUE,"no",49,"Derek","8/27/2015 13:06:04","Good alignment throughout",NA,"",""
"4217","4217","4217",NA,TRUE,TRUE,"no",49,"Cameron","10/7/2015 13:13:07","Good alignment throughout",NA,"",""
"4220","4220","4220",NA,TRUE,TRUE,"no",49,"Sky","4/28/2015 12:36:17","Good alignment throughout",NA,"",""
"PM178","PM178","PM178",NA,TRUE,TRUE,"no",49,"Joshua","7/9/2015 12:49:09","Good alignment throughout",NA,"R script didn't work. Used ref chron all",""
"PM207","PM207","PM207",NA,TRUE,TRUE,"no",49,"Morgan","6/25/2015 12:47:16","Good alignment through year X",1984,"",""
"PM294","PM294","PM294",NA,TRUE,TRUE,"no",49,"Alec","4/3/2015 10:48:17","Good alignment throughout",NA,"",""
"PM83A","PM83","PM83A",NA,TRUE,TRUE,"no",49,"Joshua","7/15/2015 13:30:47","Good alignment throughout",NA,"ref chron all used",""
"1121","1121","1121",NA,TRUE,TRUE,"no",48,"Joshua","6/25/2015 14:44:44","Good alignment throughout",NA,"",""
"1425","1425","1425",NA,TRUE,TRUE,"no",48,"Alec","4/3/2015 10:49:37","Good alignment throughout",NA,"",""
"4039","4039","4039",NA,TRUE,TRUE,"no",48,"Sky","4/28/2015 12:48:43","Good alignment throughout",NA,"",""
"4208","4208","4208",NA,TRUE,TRUE,"no",48,"Sky","5/18/2015 13:24:19","Good alignment throughout",NA,"",""
"4209","4209","4209",NA,TRUE,TRUE,"no",48,"Sky","5/20/2015 15:25:36","Good alignment through year X",1965,"",""
"4212","4212","4212",NA,TRUE,TRUE,"no",48,"Sky","5/13/2015 17:57:30","Good alignment throughout",NA,"",""
"4215","4215","4215",NA,TRUE,TRUE,"no",48,"Sky","4/28/2015 12:49:38","Good alignment throughout",NA,"",""
"PM176","PM176","PM176",NA,TRUE,TRUE,"no",48,"Cameron","6/23/2015 13:53:06","Good alignment throughout",NA,"""removed rings"" was just rings at end of core that were highly distorted",""
"PM59","PM59","PM59",NA,TRUE,TRUE,"no",48,"Joshua","7/15/2015 13:40:52","Good alignment throughout",NA,"ref chron all used",""
"PM83B","PM83","PM83B",NA,TRUE,TRUE,"no",48,"Joshua","7/15/2015 13:33:23","Good alignment throughout",NA,"ref chron all used",""
"1491","1491","1491",NA,TRUE,TRUE,"no",47,"Alec","5/12/2015 13:29:17","Good alignment throughout",NA,"",""
"4207","4207","4207",NA,TRUE,TRUE,"no",47,"Sky","4/28/2015 12:08:30","Good alignment throughout",NA,"",""
"PM180","PM180","PM180",NA,TRUE,TRUE,"no",47,"Joshua","7/15/2015 13:34:50","Good alignment throughout",NA,"ref chron all used",""
"PM285A","PM285","PM285A",NA,TRUE,TRUE,"no",47,"Sky","5/27/2015 17:27:57","Good alignment throughout",NA,"",""
"1083","1083","1083",NA,TRUE,TRUE,"no",46,"Alec","5/14/2015 11:13:58","Good alignment throughout",NA,"",""
"1177D","1177D","1177D",NA,TRUE,TRUE,"no",46,"Derek","8/27/2015 13:49:07","Good alignment throughout",NA,"",""
"1328","1328","1328",NA,TRUE,TRUE,"no",46,"Alec","5/5/2015 11:04:04","Good alignment throughout",NA,"",""
"1430","1430","1430",NA,TRUE,TRUE,"no",46,"Alec","4/3/2015 11:01:22","Good alignment throughout",NA,"",""
"8008","8008","8008",NA,TRUE,TRUE,"no",46,"Derek","8/27/2015 13:30:00","Good alignment throughout",NA,"",""
"PM84B","PM84","PM84B",NA,TRUE,TRUE,"no",46,"Joshua","7/25/2015 15:51:23","Good alignment throughout",NA,"ref chron all used",""
"1084","1084","1084",NA,TRUE,TRUE,"no",45,"Sky","4/23/2015 12:07:39","Good alignment throughout",NA,"",""
"1306","1306","1306",NA,TRUE,TRUE,"no",45,"Cameron","5/15/2015 13:53:58","Poor alignment  throughout",NA,"""Impossible"" core-some small ring eliminations helped a bit but negatively/neutrally affected overall alignment",""
"2012","2012","2012",NA,TRUE,TRUE,"no",45,"Alec","3/31/2015 11:00:55","Good alignment throughout",NA,"",""
"4049","4049","4049",NA,TRUE,TRUE,"no",45,"Sky","4/28/2015 12:06:35","Good alignment throughout",NA,"",""
"4208Z","4208","4208Z",NA,TRUE,TRUE,"no",45,"Cameron","5/15/2015 14:04:24","Good alignment throughout",NA,"Deleted 3 rings at beginning-also probably not actually a ""t""",""
"1143","1143","1143",NA,TRUE,TRUE,"no",44,"Joshua","6/25/2015 14:43:55","Good alignment throughout",NA,"",""
"1151","1151","1151",NA,TRUE,TRUE,"no",44,"Morgan","6/25/2015 12:50:30","Good alignment throughout",NA,"",""
"8003","8003","8003",NA,TRUE,TRUE,"no",44,"Derek","8/27/2015 12:44:07","Good alignment throughout",NA,"",""
"8010","8010","8010",NA,TRUE,TRUE,"no",44,"Derek","8/27/2015 13:46:33","Good alignment throughout",NA,"",""
"1048","1048","1048",NA,TRUE,TRUE,"no",43,"Sky","4/23/2015 12:09:28","Good alignment through year X",1965,"",""
"1319","1319","1319",NA,TRUE,TRUE,"no",43,"Derek","10/29/2015 16:31:42","Good alignment throughout",NA,"Deleted earlier rings because they appear to be from a different core",""
"1330","1330","1330",NA,TRUE,TRUE,"no",43,"Sky","4/23/2015 12:11:58","Good alignment through year X",1970,"",""
"1431","1431","1431",NA,TRUE,TRUE,"no",43,"Alec","4/30/2015 17:13:44","Good alignment throughout",NA,"",""
"4205","4205","4205",NA,TRUE,TRUE,"no",43,"Sky","5/14/2015 11:51:24","Good alignment throughout",NA,"",""
"PMB1S","PM","PMB1S",NA,TRUE,TRUE,"no",43,"Cameron","10/7/2015 14:30:23","Good alignment throughout",NA,"",""
"1054","1054","1054",NA,TRUE,TRUE,"no",42,"Sky","4/23/2015 12:13:05","Good alignment through year X",1971,"",""
"1159","1159","1159",NA,TRUE,TRUE,"no",42,"Morgan","6/19/2015 12:41:49","Good alignment throughout",NA,"",""
"1161","1161","1161",NA,TRUE,TRUE,"no",42,"Joshua","6/23/2015 14:28:35","Good alignment throughout",NA,"",""
"1426","1426","1426",NA,TRUE,TRUE,"no",42,"Alec","4/3/2015 11:02:13","Good alignment throughout",NA,"",""
"1427","1427","1427",NA,TRUE,TRUE,"no",42,"Alec","5/4/2015 11:10:15","Good alignment throughout",NA,"",""
"4202","4202","4202",NA,TRUE,TRUE,"no",42,"Alec","5/19/2015 12:27:10","Good alignment throughout",NA,"",""
"PM74A","PM74","PM74A",NA,TRUE,TRUE,"no",42,"Morgan","6/25/2015 13:02:23","Good alignment throughout",NA,"",""
"1138","1138","1138",NA,TRUE,TRUE,"no",41,"Cameron","6/23/2015 15:09:21","Good alignment throughout",NA,"Excellent alignment",""
"PM277B","PM277","PM277B",NA,TRUE,TRUE,"no",41,"Joshua","7/15/2015 14:01:55","Good alignment throughout",NA,"ref chron all used",""
"1210","1210","1210",NA,TRUE,TRUE,"no",40,"Sky","4/23/2015 12:17:36","Good alignment throughout",NA,"",""
"PM73B ","PM73","PM73B ",NA,TRUE,TRUE,"no",40,NA,NA,NA,NA,NA,NA
"4034","4034","4034",NA,TRUE,TRUE,"no",39,"Derek","3/4/2015 13:38:50","Good alignment through year X",1977,"",""
"4201","4201","4201",NA,TRUE,TRUE,"no",39,"Sky","5/14/2015 11:52:06","Good alignment throughout",NA,"",""
