plot.id,foc,cmp,tree.id,species,dbh,ba20,ref,brg.to.ref,backbrg,dist.to.ref,notes,tree.or.logger,former.id,
RS01,,X,,PSME,60-80,,,196,x,3.9,,tree,,
RS01,,X,,CADE,20-40,,,292,x,4.9,,tree,,
RS01,,X,,QUKE,40-60,,,122,x,3.4,,tree,,
RS01,,X,,CADE,20-40,,,40,x,4.8,,tree,,
RS01,X,,2581,PSME,76,16,2579,196,x,3.9,,tree,,
RS01,,X,,PSME,80-100,,,196,,3.9,,tree,,
RS01,,X,,PSME,20-40,,,324,x,1.9,,tree,,
RS01,,X,,CADE,20-40,,,88,x,2,,tree,,
RS01,,X,,QUKE,20-40,,,216,x,9.3,,tree,,
RS01,X,,2580,PIPO,82,14,2579,162,,7.7,,tree,,
RS01,,X,,CADE,20-40,,,236,x,2.6,,tree,,
RS01,,X,,CADE,20-40,,,13,x,2,,tree,,
RS01,,X,,PIPO,40-60,,,45,x,4.2,,tree,,
RS01,,X,,PSME,80-100,,,162,x,7.7,,tree,,
RS01,X,,2582,PIPO,69.7,11,2581,54,,7.9,,tree,,
RS01,,X,,CADE,20-40,,,200,x,2.8,,tree,,
RS01,,X,,CADE,40-60,,,265,x,5.3,,tree,,
RS01,,X,,CADE,20-40,,,55,x,1,,tree,,
TEDDY,X,,2591,ABCO,42.7,12,PM41,150,,6.8,,tree,,
TEDDY,,X,,QUKE,20-40,,,17,x,3.1,,tree,,
TEDDY,,X,,CADE,20-40,,,291,x,3.6,,tree,,
TEDDY,,X,,QUKE,40-60,,,207,x,5.9,,tree,,
TEDDY,,X,,PIPO,20-40,,,140,x,5,,tree,,
TEDDY,X,,2592,PIPO,78.2,10,PM41,310,,3.7,,tree,,
TEDDY,,X,,PILA,40-60,,,210,x,2.3,,tree,,
TEDDY,,X,,PSME,40-60,,,310,x,3.7,,tree,,
TEDDY,,X,,CADE,20-40,,,56,x,1.5,,tree,,
TEDDY,X,,2593,ABCO,35.7,13,PM44,238,,12.7,,tree,,
TEDDY,,X,,SNAG,40-60,,,203,x,0.8,decay=2,tree,,
TEDDY,,X,,SNAG,40-60,,,114,x,0.4,decay=2,tree,,
TEDDY,,X,,CADE,80-100,,,42,x,5.8,,tree,,
TEDDY,,X,,CADE,40-60,,,291,x,4.4,,tree,,
TEDDY,X,,2594,PIPO,82.4,13,2593,190,,13.1,,tree,,
TEDDY,,X,,CADE,20-40,,,110,x,2.5,,tree,,
TEDDY,,X,,CADE,20-40,,,35,x,2.4,,tree,,
TEDDY,,X,,CADE,20-40,,,292,x,4.1,,tree,,
TEDDY,,X,,CADE,40-60,,,174,x,7.5,,tree,,
TEDDY,X,,PM45,PSME,40.2,14,PM45,,,,,tree,PM45,
TEDDY,,X,,ABCO,20-40,,,203,x,0.9,,tree,,
TEDDY,,X,,QUKE,80-100,,,260,x,2.2,decay=1,tree,,
TEDDY,,X,,QUKE,20-40,,,68,x,5,,tree,,
TEDDY,,X,,SNAG,40-60,,,23,x,4.4,decay=2,tree,,
TEDDY,X,,2595,ABCO,50.9,8,2596,348,,9.8,,tree,,
TEDDY,,X,,SNAG,40-60,,,176,x,2.8,,tree,,
TEDDY,,X,,ABCO,20-40,,,216,x,2.8,,tree,,
TEDDY,,X,,CADE,60-80,,,77,x,7.9,,tree,,
TEDDY,,X,,CADE,20-40,,,352,x,7.3,,tree,,
TEDDY,X,,2596,PIPO,71.4,10,PM44,341,,8.8,,tree,,
TEDDY,,X,,CADE,20-40,,,152,x,2,,tree,,
TEDDY,,X,,SNAG,100-120,,,92,x,6.9,decay=4,tree,,
TEDDY,,X,,QUKE,80-100,,,358,x,7.7,decay-1,tree,,
TEDDY,,X,,CADE,20-40,,,224,x,6.4,,tree,,
TEDDY,X,,PM46,PSME,46,,PM46,,,,,tree,PM46,
TEDDY,,X,,CADE,60-80,,,173,x,0.6,,tree,,
TEDDY,,X,,ABCO,40-60,,,254,x,8,,tree,,
TEDDY,,X,,SNAG,100-120,,,355,x,6.7,decay=4,tree,,
TEDDY,,X,,QUKE,40-60,,,98,x,9.6,,tree,,
TEDDY,X,,2597,ABCO,59.5,12,PM47,255,,5.6,,tree,,
TEDDY,,X,,PSME,40-60,,,255,x,5.6,,tree,,
TEDDY,,X,,CADE,60-80,,,330,x,8.4,,tree,,
TEDDY,,X,,QUKE,20-40,,,47,x,5.3,,tree,,
TEDDY,,X,,ABCO,20-40,,,148,x,3.1,,tree,,
TEDDY,X,,2598,PIPO,48.5,10,PM46,258,,22.3,,tree,,
TEDDY,,X,,CADE,20-40,,,334,x,1.2,,tree,,
TEDDY,,X,,CADE,20-40,,,82,x,2.9,,tree,,
TEDDY,,X,,CADE,60-80,,,195,x,1.9,,tree,,
TEDDY,,X,,ABCO,20-40,,,248,x,8,,tree,,
TEDDY,X,,2599,PIPO,81.2,10,PM44,157,,14.5,,tree,,
TEDDY,,X,,CADE,40-60,,,185,x,3.1,,tree,,
TEDDY,,X,,CADE,20-40,,,62,x,2,,tree,,
TEDDY,,X,,CADE,20-40,,,332,x,1.2,,tree,,
TEDDY,,X,,PIPO,60-80,,,255,x,13.4,,tree,,
TEDDY,X,,2600,PIPO,73.5,10,PM101,172,,12.7,,tree,,
TEDDY,,X,,PIPO,20-40,,,168,x,1.5,,tree,,
TEDDY,,X,,CADE,20-40,,,250,x,7.5,,tree,,
TEDDY,,X,,CADE,20-40,,,310,x,6.7,,tree,,
TEDDY,,X,,CADE,20-40,,,356,x,4.1,,tree,,
TEDDY,X,,2601,ABCO,41,10,2600,10,,15.6,,tree,,
TEDDY,,X,,CADE,60-80,,,312,,4,,tree,,
TEDDY,,X,,CADE,60-80,,,242,,3.6,,tree,,
TEDDY,,X,,ABCO,40-60,,,150,,0.5,,tree,,
TEDDY,,X,,PSME,40-60,,,215,x,7.4,,tree,,
TEDDY,X,,2602,ABCO,45.8,10,2601,5,,21.1,,tree,,
TEDDY,,X,,QUKE,20-40,,,349,x,5.4,decay=4,tree,,
TEDDY,,X,,CADE,20-40,,,57,x,7.7,,tree,,
TEDDY,,X,,PSME,40-60,,,216,x,4,,tree,,
TEDDY,,X,,CADE,60-80,,,126,x,8.4,,tree,,
TEDDY,X,,2603,PIPO,45,11,2602,68,,15.6,,tree,,
TEDDY,,X,,PSME,20-40,,,125,x,6.5,,tree,,
TEDDY,,X,,PSME,20-40,,,241,x,5.5,,tree,,
TEDDY,,X,,CADE,80-100,,,345,x,6.3,,tree,,
TEDDY,,X,,ABCO,40-60,,,68,x,15.6,,tree,,
TEDDY,X,,2604,PSME,68,11,2601,28,,7.7,,tree,,
TEDDY,,X,,ABCO,40-60,,,28,x,7.7,,tree,,
TEDDY,,X,,CADE,40-60,,,131,x,5.3,,tree,,
TEDDY,,X,,PSME,20-40,,,258,x,5.1,,tree,,
TEDDY,,X,,QUKE,20-40,,,321,x,12.8,,tree,,
TEDDY,X,,2605,ABCO,73,13,2602,77,,24.1,,tree,,
TEDDY,,X,,SNAG,60-80,,,190,x,1.1,decay=3,tree,,
TEDDY,,X,,QUKE,20-40,,,240,x,4.3,,tree,,
TEDDY,,X,,CADE,20-40,,,318,x,4.3,decay=2,tree,,
TEDDY,,X,,SNAG,20-40,,,55,x,2.7,decay=2,tree,,
TEDDY,X,,2606,PSME,60,9,2605,116,,7.4,,tree,,
TEDDY,,X,,CADE,20-40,,,120,x,3.3,,tree,,
TEDDY,,X,,CADE,20-40,,,280,x,2.5,,tree,,
TEDDY,,X,,CADE,20-40,,,330,x,3.1,,tree,,
TEDDY,,X,,CADE,20-40,,,10,x,9.7,,tree,,
TEDDY,X,,2607,PIPO,75.5,11,2602,166,,30.4,,tree,,
TEDDY,,X,,PIPO,40-60,,,267,x,3.4,,tree,,
TEDDY,,X,,CADE,60-80,,,322,x,11.9,,tree,,
TEDDY,,X,,QUKE,60-80,,,39,x,13.1,,tree,,
TEDDY,,X,,CADE,20-40,,,180,x,8.1,,tree,,
TEDDY,X,,2608,PSME,44.2,13,2607,214,,13.3,,tree,,
TEDDY,,X,,QUKE,80-100,,,150,x,0.6,,tree,,
TEDDY,,X,,PSME,40-60,,,285,x,3.2,,tree,,
TEDDY,,X,,ABCO,40-60,,,350,x,3.9,,tree,,
TEDDY,X,,2609,ABCO,56.7,11,2608,350,x,3.9,,tree,,
TEDDY,,X,,PSME,40-60,,,350,,3.9,,tree,,
TEDDY,,X,,PSME,20-40,,,41,x,7.1,,tree,,
TEDDY,,X,,PIPO,40-60,,,278,x,9.5,,tree,,
TEDDY,,X,,PIPO,20-40,,,242,x,5.3,,tree,,
SA03,X,,PM99,PSME,,,PM99,,,,,tree,PM99,
SA03,,X,,PIPO,100-120,,,310,x,5.2,,tree,,
SA03,,X,,CADE,20-40,,,98,x,2.7,"stump, decay=1",tree,,
SA03,,X,,PSME,40-60,,,181,x,5.5,,tree,,
SA03,X,,PM97,PSME,,,PM97,,,,,tree,PM97,
SA03,,X,,CADE,20-40,,,57,x,5,,tree,,
SA03,,X,,PIPO,100-120,,,102,x,5.5,,tree,,
SA03,,X,,PSME,20-40,,,220,x,5.2,,tree,,
SA03,,X,,CADE,40-60,,,276,x,9.2,,tree,,
SA03,X,,PM94,PSME,,,PM94,,,,,tree,PM94,
SA03,,X,,CADE,40-60,,,240,x,1.5,,tree,,
SA03,,X,,QUKE,40-60,,,352,x,5.1,,tree,,
SA03,,X,,CADE,60-80,,,66,x,2.6,,tree,,
SA03,,X,,ABCO,20-40,,,148,x,11.5,,tree,,
SA03,X,,PM89,PSME,,,PM89,,,,,tree,PM89,
SA03,,X,,QUKE,20-40,,,210,x,2.3,,tree,,
SA03,,X,,ABCO,40-60,,,270,x,7.4,,tree,,
SA03,,X,,PSME,60-80,,,349,x,5.6,,tree,,
SA03,,X,,PSME,40-60,,,25,x,5,,tree,,
SA03,,X,,PILA,40-60,,,112,x,6.6,,tree,,
SA03,X,,PM262,PSME,,,PM262,,,,,tree,PM262,
SA03,,X,,PSME,40-60,,,247,x,7.7,,tree,,
SA03,,X,,PSME,20-40,,,302,x,11.7,,tree,,
SA03,,X,,PSME,120-140,,,340,x,14.4,,tree,,
SA03,,X,,PSME,60-80,,,20,x,9.7,,tree,,
SA03,,X,,PSME,20-40,,,92,x,5.7,,tree,,
SA03,,X,,PILA,40-60,,,163,x,11.4,,tree,,
SA03,X,,PM265,PSME,,,PM265,,,,,tree,PM265,
SA03,,X,,PSME,20-40,,,230,x,8,,tree,,
SA03,,X,,ABCO,80-100,,,322,x,9.3,,tree,,
SA03,,X,,PILA,40-60,,,10,x,10.7,,tree,,
SA03,,X,,PIPO,60-80,,,55,x,7.3,,tree,,
SA03,,X,,PIPO,60-80,,,124,x,7.1,,tree,,
SA03,,X,,ABCO,20-40,,,161,x,7.6,,tree,,
ULC1,X,,4036,PSME,29.5,8,4036,,,,,tree,,
ULC1,,X,,PSME,20-40,,,320,x,1.3,,tree,,
ULC1,,X,,PSME,20-40,,,77,x,2.1,,tree,,
ULC1,,X,,PSME,20-40,,,200,x,1.4,,tree,,
ULC1,X,,4037,PSME,37.8,9,4036,339,,3.4,,tree,,
ULC1,,X,,PSME,20-40,,,3,x,1.5,,tree,,
ULC1,,X,,QUKE,40-60,,,252,x,2.5,,tree,,
ULC1,,X,,QUKE,40-60,,,112,x,2.5,,tree,,
ULC1,X,,4038,PSME,27.2,7,4036,320,x,1.3,,tree,,
ULC1,,X,,PSME,20-40,,,320,,1.3,,tree,,
ULC1,,X,,QUKE,20-40,,,340,x,2.3,,tree,,
ULC1,,X,,PSME,20-40,,,199,x,3.4,,tree,,
ULC1,X,,4039,PSME,30.3,7,4038,36,,9.7,,tree,,
ULC1,,X,,PSME,20-40,,,134,x,2.3,,tree,,
ULC1,,X,,PSME,20-40,,,338,x,3.8,,tree,,
ULC1,,X,,QUKE,20-40,,,38,x,3.3,,tree,,
ULC1,,X,,PSME,20-40,,,210,x,2.7,,tree,,
ULC1,X,,4040,PSME,28.4,8,4039,200,,4.2,,tree,,
ULC1,,X,,PSME,20-40,,,7,x,3.8,,tree,,
ULC1,,X,,QUKE,20-40,,,111,x,3.6,,tree,,
ULC1,,X,,PSME,20-40,,,165,x,4.2,,tree,,
ULC1,,X,,QUKE,40-60,,,200,x,6.2,,tree,,
ULC1,,X,,PSME,20-40,,,267,x,6.7,,tree,,
ULC1,X,,4041,PSME,30.3,7,4040,75,,6.9,,tree,,
ULC1,,X,,PSME,40-60,,,338,x,2,,tree,,
ULC1,,X,,PSME,20-40,,,75,x,6.9,,tree,,
ULC1,,X,,PSME,20-40,,,186,x,2.7,,tree,,
ULC1,,X,,PSME,20-40,,,296,x,2.3,,tree,,
ULC1,,X,,PSME,20-40,,,133,x,4.7,,tree,,
ULC1,X,,4042,PSME,32.7,7,4041,296,x,2.3,,tree,,
ULC1,,X,,PSME,20-40,,,296,,2.3,,tree,,
ULC1,,X,,PSME,20-40,,,43,x,1.8,,tree,,
ULC1,,X,,PSME,20-40,,,159,x,3.6,,tree,,
ULC1,,X,,PSME,20-40,,,280,x,2,,tree,,
ULC1,X,,4043,PSME,31.3,7,4042,159,x,0.5,,tree,,
ULC1,,X,,PSME,20-40,,,159,,3.6,,tree,,
ULC1,,X,,PSME,20-40,,,10,x,3,,tree,,
ULC1,,X,,PSME,20-40,,,94,x,4,,tree,,
ULC1,,X,,PSME,40-60,,,214,x,6.2,,tree,,
ULC1,X,,4044,PSME,42.8,8,4043,214,x,6.2,,tree,,
ULC1,,X,,PSME,40-60,,,214,,6.2,,tree,,
ULC1,,X,,QUKE,,,,10,x,3.4,,tree,,
ULC1,,X,,PSME,20-40,,,310,x,8.3,,tree,,
ULC1,,X,,PSME,20-40,,,79,x,3.8,,tree,,
ULC1,,X,,PSME,20-40,,,130,x,6.9,,tree,,
ULC1,X,,4045,PSME,44.2,4,4044,130,x,6.9,,tree,,
ULC1,,X,,PSME,40-60,,,130,,6.9,,tree,,
ULC1,,X,,QUKE,20-40,,,10,x,4.2,,tree,,
ULC1,,X,,PSME,20-40,,,122,x,8.1,,tree,,
ULC1,,X,,QUKE,20-40,,,226,x,7,,tree,,
ULC1,X,,4046,PSME,35.8,9,4045,154,,4.6,,tree,,
ULC1,,X,,QUKE,20-40,,,101,x,1.8,,tree,,
ULC1,,X,,PSME,40-60,,,344,,3.3,,tree,,
ULC1,,X,,QUKE,40-60,,,307,x,3.8,,tree,,
ULC1,,X,,PSME,40-60,,,253,x,3.3,,tree,,
ULC1,X,,4047,PSME,34.4,9,4046,258,,4.4,,tree,,
ULC1,,X,,QUKE,40-60,,,235,x,2.4,"snag, decay=3",tree,,
ULC1,,X,,PSME,120-140,,,115,x,8.5,,tree,,
ULC1,,X,,PSME,20-40,,,29,x,4,,tree,,
ULC1,,X,,PSME,20-40,,,317,x,3.1,,tree,,
ULC1,X,,4048,PSME,136.5,3,4047,115,X,8.5,,tree,,
ULC1,,X,,PSME,20-40,,,115,,8.5,,tree,,
ULC1,,X,,PSME,20-40,,,169,x,4.3,,tree,,
ULC1,,X,,PSME,60-80,,,196,x,12,,tree,,
ULC1,,X,,QUKE,20-40,,,32,x,9.3,,tree,,
ULC1,,X,,PSME,20-40,,,17,,6.3,,tree,,
ULC1,X,,4049,PSME,36.8,4,4048,17,,6.3,,tree,,
ULC1,,X,,PSME,120-140,,,17,x,6.3,,tree,,
ULC1,,X,,PSME,20-40,,,294,x,7.9,,tree,,
ULC1,,X,,PSME,20-40,,,66,x,4.9,,tree,,
ULC1,,X,,QUKE,20-40,,,195,x,7,,tree,,
ZA04A,X,,1444,PSME,51,11,1444,,,,,tree,,
ZA04A,,X,,PILA,40-60,,,44,x,2.2,,tree,,
ZA04A,,X,,PILA,80-100,,,304,x,4.3,decay=2,tree,,
ZA04A,,X,,PILA,20-40,,,233,x,3.2,,tree,,
ZA04A,,X,,ABCO,20-40,,,149,x,2.3,,tree,,
ZA04A,X,,1445,PILA,40.1,12,1444,44,x,2.2,,tree,,
ZA04A,,X,,PSME,40-60,,,44,,2.2,,tree,,
ZA04A,,X,,PSME,20-40,,,230,,0.5,snag decay=1,tree,,
ZA04A,,X,,PILA,80-100,,,279,x,4.6,decay=2,tree,,
ZA04A,X,,1446,PILA,101.7,4,1445,322,,9.7,,tree,,
ZA04A,,X,,PILA,80-100,,,247,x,18.2,,tree,,
ZA04A,,X,,ABCO,20-40,,,43,x,2,,tree,,
ZA04A,,X,,ABCO,20-40,,,123,x,5.7,,tree,,
ZA04A,,X,,ABCO,20-40,,,317,x,13.7,,tree,,
ZA04A,X,,1447,PSME,62.2,8,1446,225,,12.9,,tree,,
ZA04A,,X,,PSME,40-60,,,26,x,2.5,snag,tree,,
ZA04A,,X,,PILA,20-40,,,160,x,9,snag decay=1,tree,,
ZA04A,,X,,SNAG,20-40,,,294,x,9.4,decay=2,tree,,
ZA04A,,X,,PILA,100-20,,,225,x,12.9,,tree,,
ZA04A,X,,1448,PSME,35.6,11,1447,194,,5.4,,tree,,
ZA04A,,X,,SNAG,20-40,,,237,x,1,"dead, decay=2",tree,,
ZA04A,,X,,ABCO,20-40,,,98,x,1.5,,tree,,
ZA04A,,X,,PSME,20-40,,,18,x,2.5,,tree,,
ZA04A,X,,1449,PILA,64.5,14,1448,172,,6,,tree,,
ZA04A,,X,,PILA,40-60,,,342,x,5.9,,tree,,
ZA04A,,X,,ABCO,20-40,,,16,x,7.7,,tree,,
ZA04A,,X,,PSME,20-40,,,156,x,4.5,,tree,,
ZA04A,,X,,ABCO,20-40,,,282,x,6.9,decay=2,tree,,
ZA04A,X,,1450,PSME,56,11,1449,273,,11.4,,tree,,
ZA04A,,X,,PSME,20-40,,,251,x,10.3,,tree,,
ZA04A,,X,,PILA,60-80,,,189,x,2.9,,tree,,
ZA04A,,X,,PSME,60-80,,,82,x,8.2,,tree,,
ZA04A,,X,,ABCO,20-40,,,314,x,11.5,,tree,,
ZA04A,X,,1451,PILA,69.5,12,1450,189,x,2.9,,tree,,
ZA04A,,X,,PSME,40-60,,,189,,2.9,,tree,,
ZA04A,,X,,PSME,20-40,,,264,x,9,,tree,,
ZA04A,,X,,PSME,20-40,,,313,,1,snag decay=2,tree,,
ZA04A,,X,,PSME,60-80,,,73,x,7,,tree,,
ZA04A,X,,1452,PSME,55.3,9,1451,352,x,13.1,,tree,,
ZA04A,,X,,SNAG,20-40,,,337,x,5.3,,tree,,
ZA04A,,X,,SNAG,40-60,,,46,x,9.6,,tree,,
ZA04A,,X,,SNAG,60-80,,,119,x,15.3,,tree,,
ZA04A,,X,,PILA,40-60,,,217,x,9.8,,tree,,
ZA04A,X,,1453,PILA,59.7,9,1452,217,x,9.8,,tree,,
ZA04A,,X,,PSME,40-60,,,217,,9.8,,tree,,
ZA04A,,X,,ABCO,20-40,,,8,x,4,,tree,,
ZA04A,,X,,PILA,20-40,,,291,x,6.8,,tree,,
ZA04A,,X,,ABCO,20-40,,,152,x,5.3,,tree,,
ZA04A,X,,1454,PSME,37.2,5,1453,8,,8,,tree,,
ZA04A,,X,,PILA,40-60,,,8,x,8,,tree,,
ZA04A,,X,,ABCO,20-40,,,40,x,3,,tree,,
ZA04A,,X,,PILA,40-60,,,167,x,18.4,decay-1,tree,,
ZA04A,,X,,PILA,20-40,,,207,x,18.9,,tree,,
ZA04A,X,,1455,PILA,80,10,1454,62,,27.8,,tree,,
ZA04A,,X,,PILA,80-100,,,124,x,1.5,,tree,,
ZA04A,,X,,ABMA,40-60,,,3,x,0.5,,tree,,
ZA04A,,X,,PILA,20-40,,,6,x,2.4,,tree,,
ZA04A,,X,,PILA,80-100,,,300,x,12.7,,tree,,
ZA04A,X,,1456,PSME,128.2,,1456,,,,,tree,,
ZA04A,,X,,PILA,120-140,,,267,x,8.8,,tree,,
ZA04A,,X,,PILA,100-120,,,323,x,7.8,,tree,,
ZA04A,,X,,ABCO,20-40,,,20,x,5.4,,tree,,
ZA04A,,X,,ABMA,60-80,,,108,x,7.9,,tree,,
ZA04A,X,,1457,PILA,130.2,9,1456,267,x,3.8,,tree,,
ZA04A,,X,,PSME,120-140,,,267,,3.8,,tree,,
ZA04A,,X,,PILA,80-100,,,358,x,5.7,,tree,,
ZA04A,,X,,ABCO,20-40,,,279,x,17.5,,tree,,
ZA04A,,X,,ABCO,20-40,,,176,x,8.2,,tree,,
ZA04A,X,,1458,PSME,36.2,13,1457,116,,38.8,,tree,,
ZA04A,,X,,SNAG,40-60,,,24,,0.5,,tree,,
ZA04A,,X,,PILA,40-60,,,62,x,3.7,,tree,,
ZA04A,,X,,PIAL,60-80,,,323,x,8.8,,tree,,
ZA04A,X,,1459,PILA,73.1,12,1458,323,x,8.8,,tree,,
ZA04A,,X,,PSME,20-40,,,323,,8.8,,tree,,
ZA04A,,X,,ABMA,20-40,,,312,x,2.9,,tree,,
ZA04A,,X,,SNAG,20-40,,,51,x,11.3,decay=3,tree,,
ZA04A,,X,,ABCO,40-60,,,210,x,4.5,,tree,,
ZA07,X,,1460,PSME,69.1,5,1460,,,,,tree,,
ZA07,,X,,PILA,20-40,,,144,x,2.1,,tree,,
ZA07,,X,,PIPO,20-40,,,43,x,5.5,,tree,,
ZA07,,X,,PSME,40-60,,,294,x,8.2,,tree,,
ZA07,X,,1461,PIPO,36,7,1460,43,x,5.5,,tree,,
ZA07,,X,,PSME,60-80,,,43,,5.5,,tree,,
ZA07,,X,,PIPO,20-40,,,8,x,2.2,,tree,,
ZA07,,X,,PIPO,40-60,,,97,x,8.7,,tree,,
ZA07,,X,,PILA,20-40,,,192,x,9.1,,tree,,
ZA07,X,,1462,PSME,33.8,5,1461,107,,11.9,,tree,,
ZA07,,X,,PSME,20-40,,,56,x,2.7,,tree,,
ZA07,,X,,PSME,60-80,,,260,x,4.1,,tree,,
ZA07,,X,,PSME,60-80,,,194,x,5,,tree,,
ZA07,X,,1463,PIPO,55.7,5,1460,181,,35.8,,tree,,
ZA07,,X,,PIPO,20-40,,,131,x,9.7,,tree,,
ZA07,,X,,PSME,40-60,,,250,x,10,,tree,,
ZA07,,X,,PIPO,20-40,,,278,x,7.6,,tree,,
ZA07,,X,,PSME,20-40,,,31,x,9.3,snag decay=1,tree,,
ZA07,X,,1464,PSME,47.9,5,1463,46,,11.5,,tree,,
ZA07,,X,,PSME,20-40,,,41,x,2.5,,tree,,
ZA07,,X,,PSME,20-40,,,137,x,12.4,,tree,,
ZA07,,X,,PSME,20-40,,,252,x,5.6,,tree,,
ZA07,,X,,PSME,20-40,,,308,x,3.7,,tree,,
ZA07,X,,1465,PIPO,42.7,6,1464,128,x,27.6,,tree,,
ZA07,,X,,PSME,20-40,,,143,x,2,,tree,,
ZA07,,X,,PSME,20-40,,,27,x,2.5,,tree,,
ZA07,,X,,PIPO,20-40,,,302,x,4.9,,tree,,
ZA07,,X,,PSME,40-60,,,247,x,11.8,,tree,,
ZA07,X,,1466,PSME,36,6,1465,319,,2.1,,tree,,
ZA07,,X,,PIPO,40-60,,,319,x,2.1,,tree,,
ZA07,,X,,PSME,40-60,,,102,x,1.5,,tree,,
ZA07,,X,,PSME,20-40,,,150,x,7.8,,tree,,
ZA07,,X,,PSME,40-60,,,264,x,13,,tree,,
ZA07,X,,1467,PIPO,29.6,5,1465,220,,2.7,,tree,,
ZA07,,X,,PIPO,40-60,,,220,x,2.7,,tree,,
ZA07,,X,,PIPO,20-40,,,273,x,5.5,,tree,,
ZA07,,X,,PIPO,20-40,,,342,x,0.9,,tree,,
ZA07,,X,,PSME,20-40,,,33,x,13.8,,tree,,
ZA07,,X,,PSME,40-60,,,152,x,4.9,,tree,,
ZA07,X,,1468,PIPO,39.8,4,1467,342,x,6.9,,tree,,
ZA07,,X,,PIPO,20-40,,,342,,6.9,,tree,,
ZA07,,X,,PIPO,20-40,,,210,x,6.3,,tree,,
ZA07,,X,,STUMP,20-40,,,297,x,5.3,,tree,,
ZA07,,X,,PSME,20-40,,,51,x,9.4,,tree,,
ZA07,X,,1469,PSME,41.4,5,1464,125,,17.4,,tree,,
ZA07,,X,,PSME,60-80,,,203,x,4.3,,tree,,
ZA07,,X,,PSME,20-40,,,255,x,4.4,,tree,,
ZA07,,X,,PSME,40-60,,,314,x,7.3,,tree,,
ZA07,,X,,PIPO,20-40,,,83,x,11.8,,tree,,
WA01,X,,1470,PSME,63.4,12,1470,,,,,tree,,
WA01,,X,,PSME,20-40,,,222,x,1,,tree,,
WA01,,X,,ABCO,40-60,,,95,x,7.3,,tree,,
WA01,,X,,SNAG,40-60,,,13,x,9,decay=3,tree,,
WA01,X,,1471,ABCO,70.1,13,1470,50,,5.4,,tree,,
WA01,,X,,PSME,20-40,,,40,x,3.6,decay=1,tree,,
WA01,,X,,SNAG,20-40,,,128,x,6.3,decay=3,tree,,
WA01,,X,,SNAG,20-40,,,180,x,3.7,decay=3,tree,,
WA01,,X,,SNAG,20-40,,,286,x,0.9,decay=3,tree,,
WA01,X,,1472,PILA,57.4,14,1471,120,,12.5,,tree,,
WA01,,X,,QUKE,40-60,,,145,x,2.2,,tree,,
WA01,,X,,ABCO,20-40,,,207,x,2.8,,tree,,
WA01,,X,,PSME,40-60,,,7,x,4.6,,tree,,
WA01,,X,,SNAG,20-40,,,82,x,6.7,decay=2,tree,,
WA01,X,,1474,PSME,52.2,13,1472,7,x,4.6,,tree,,
WA01,,X,,PILA,40-60,,,7,,4.6,,tree,,
WA01,,X,,PILA,80-100,,,78,x,3.5,,tree,,
WA01,,X,,PSME,20-40,,,356,x,1.5,,tree,,
WA01,,X,,SNAG,20-40,,,266,x,10.1,,tree,,
WA01,X,,1473,ABCO,72.3,15,1471,57,,7.6,,tree,,
WA01,,X,,PILA,20-40,,,84,x,2,,tree,,
WA01,,X,,SNAG,20-40,,,201,x,1,decay=2,tree,,
WA01,,X,,SNAG,60-80,,,236,x,1.3,"decay=""2""",tree,,
WA01,,X,,SNAG,20-40,,,285,x,1.1,,tree,,
WA01,X,,1475,PILA,100.6,11,1474,157,,3.9,,tree,,
WA01,,X,,PSME,40-60,,,157,,3.9,,tree,,
WA01,,X,,SNAG,20-40,,,241,x,11,,tree,,
WA01,,X,,PILA,60-80,,,353,x,2.4,,tree,,
WA01,,X,,PSME,20-40,,,57,x,2.6,,tree,,
WA01,X,,1476,PSME,67.1,14,1471,348,,39.6,,tree,,
WA01,,X,,STUMP,40-60,,,172,x,1.7,decay=2,tree,,
WA01,,X,,CADE,20-40,,,298,x,3.4,decay=2,tree,,
WA01,,X,,QUKE,20-40,,,58,x,3.6,decay=3,tree,,
WA01,X,,1477,ABCO,57.2,12,1476,198,x,4.8,,tree,,
WA01,,X,,STUMP,40-60,,,30,x,2.5,decay=2,tree,,
WA01,,X,,SNAG,40-60,,,330,,2.7,decay=2,tree,,
WA01,,X,,ABCO,40-60,,,240,x,6,,tree,,
WA01,X,,1478,PILA,45.7,11,1477,250,x,8.4,,tree,,
WA01,,X,,ABCO,40-60,,,232,,2.5,,tree,,
WA01,,X,,CADE,40-60,,,140,x,1.4,,tree,,
WA01,,X,,PILA,60-80,,,240,x,3.6,,tree,,
WA01,,X,,CADE,20-40,,,320,x,4.7,,tree,,
WA01,X,,1479,PSME,180.2,14,1475,64,,37.3,,tree,,
WA01,,X,,QUKE,20-40,,,312,,7.6,decay=3,tree,,
WA01,,X,,SNAG,20-40,,,229,,1.4,decay=3,tree,,
WA01,,X,,SNAG,20-40,,,207,,2.8,decay=3,tree,,
WA01,,X,,SNAG,20-40,,,298,x,7,,tree,,
WA01,X,,1481,ABCO,83.5,13,1479,74,,22.4,,tree,,
WA01,,X,,PSME,20-40,,,188,,11.7,decay=1,tree,,
WA01,,X,,QUKE,40-60,,,151,,2.2,,tree,,
WA01,,X,,PILA,60-80,,,189,x,5.2,,tree,,
WA01,,X,,CADE,40-60,,,230,x,6.2,,tree,,
